"world_region"
AFRICA
ASIA
CARIBBEAN
CENTRAL AMERICA
EUROPE OTHER
EUROPEAN UNION
MIDDLE EAST
NORTH AMERICA
OCEANIA
SOUTH AMERICA
UK TERRITORY
